9222,1
10876,1
8261,1
10590,0
4216,1
7058,1
12174,1
7330,0
7086,0
2984,1
11470,1
11416,1
4596,1
5195,0
12460,1
11193,1
10371,1
2085,1
10538,0
3512,1
4981,1
6792,1
4906,0
7044,1
9410,1
1653,1
10860,0
448,1
6122,1
1537,1
4440,0
8354,0
6522,1
2589,1
4039,0
11298,0
7740,0
10540,1
6807,0
771,0
3546,1
6515,0
3607,1
9578,0
8561,1
3701,1
11119,1
6466,1
5367,1
6698,1
502,0
2711,0
4914,1
5789,1
10911,1
8592,1
10769,1
11753,1
5072,1
7474,0
10545,0
6389,1
11749,1
8366,0
6612,0
1332,1
12238,0
10032,0
7584,1
3690,1
1587,1
2086,0
6651,1
1623,1
3732,1
1439,1
9498,0
10572,0
10015,1
10006,0
3162,1
11433,0
4293,0
10050,0
10946,1
2278,0
877,0
7829,1
890,0
6591,1
5276,1
6822,1
3166,1
1859,1
659,0
6775,1
7603,1
6482,1
6068,0
4837,0
9052,0
11743,0
4950,1
591,1
10035,0
3014,0
187,0
7697,0
10992,0
2180,1
5283,0
12452,1
10786,0
9327,0
11737,1
12481,0
349,1
5740,1
9926,0
208,0
906,0
11343,1
1364,1
5364,1
4355,0
3090,1
11575,1
6848,0
6661,1
275,1
516,1
737,0
1588,0
5217,1
5396,1
11941,1
3238,1
9282,1
11244,1
4917,1
3169,0
1279,1
10943,1
7701,0
4025,1
5436,1
8992,1
6442,1
1633,0
7778,0
4887,0
7139,1
6011,0
11027,1
5046,1
2164,0
3612,1
8838,1
110,1
11357,1
11934,1
2161,0
7690,0
4595,0
11835,1
8614,0
5733,1
7286,0
7274,1
9253,1
1131,1
2562,1
9422,1
11772,1
1985,0
6623,0
4956,0
2727,0
11859,0
11761,1
2474,1
10408,0
1453,0
4076,0
7369,0
12415,1
3792,0
11472,1
7298,1
11248,1
7912,1
11453,1
458,0
6705,0
3996,1
6536,1
10406,0
9751,1
684,0
8938,1
12168,0
2669,0
10801,1
809,1
11413,1
3800,0
5759,1
5480,1
5723,0
10664,0
9114,0
8610,1
2365,1
734,0
5528,0
206,0
5120,1
7308,1
12438,1
11929,1
3410,1
590,1
11454,1
7802,0
7040,0
3849,1
8662,0
7051,1
8584,0
8461,1
6297,0
7987,1
8363,0
10357,1
12273,1
868,1
9476,1
9575,0
4255,1
6551,1
5498,0
2876,1
4564,1
1185,0
5345,0
12387,0
10429,1
1432,1
6734,1
7766,1
4541,1
3340,1
10634,0
12342,1
9987,1
3644,0
9417,1
133,0
11861,1
3103,1
11009,1
10427,1
9772,1
829,1
6955,1
10250,0
4512,1
7780,0
4115,1
7217,1
101,0
4363,0
184,0
11067,1
7462,1
10584,1
287,0
215,1
8387,0
2159,1
5028,0
600,1
8982,1
3234,1
3602,0
1503,0
8490,0
2743,1
4476,0
6033,0
6604,0
10428,0
7549,0
2999,0
6941,1
535,0
1466,1
10013,1
7577,1
939,1
8556,1
37,0
9213,1
283,0
507,1
4121,1
6077,0
1533,1
12202,0
11407,1
6306,1
9827,1
1971,0
12425,1
3322,1
1856,1
1921,0
8589,1
5642,1
1656,0
8913,1
170,0
1557,1
11071,1
1975,0
11427,1
3879,1
6963,1
2988,1
4030,0
5106,0
11161,1
5586,1
4883,0
9679,1
12084,0
7808,0
6451,0
4659,1
7072,0
8032,1
4364,0
2818,1
3831,1
8783,1
4611,1
12205,1
11630,1
2735,0
10209,1
12069,0
1703,1
10316,0
10546,0
11017,1
9927,0
1882,1
11065,1
6023,0
202,0
3945,1
9029,1
12140,1
6197,1
7828,1
2824,1
5673,0
5894,0
9515,1
7949,1
6047,1
5180,1
2935,0
4119,0
849,0
5779,1
8424,1
9044,1
9445,1
12388,0
8645,1
9547,1
10669,0
6474,0
2081,1
8568,0
9857,0
8370,0
2904,1
3991,1
8565,1
12365,1
5610,1
7456,0
5340,1
98,1
8006,0
11599,1
2997,1
4020,1
6082,1
10120,0
10020,0
11447,0
7132,1
4828,1
9402,1
7861,1
2598,1
10625,1
5457,1
4766,0
4704,0
350,1
5774,0
1249,0
2258,1
1755,1
11186,1
10747,0
3152,0
2172,1
3434,1
11219,0
8432,0
1063,0
2524,1
2864,1
8872,0
4621,0
9307,0
788,0
9723,1
9687,1
10552,0
6569,1
11522,1
230,0
2150,0
2083,1
2689,1
9746,1
6405,0
4490,1
9070,1
5490,1
3826,0
8263,1
639,0
10432,1
2522,1
5953,0
5819,1
6878,0
4651,1
11501,0
10897,1
11202,0
9283,1
5459,1
5388,1
3366,1
1860,1
9700,0
10174,0
1471,1
3924,1
1224,1
4278,0
1006,1
6669,0
866,1
12100,1
1234,0
4189,0
1534,1
11243,0
2390,0
3984,1
10312,0
6975,0
6378,1
4973,1
7952,1
1230,0
9663,1
2977,1
9433,1
675,0
7576,1
6573,1
5955,1
6024,0
8252,1
11914,1
11046,1
3626,1
2301,1
7493,1
2028,0
9373,1
4720,1
8853,0
10166,1
1008,0
2857,0
7399,1
7204,1
9972,0
3091,0
3699,1
7410,1
4142,1
9707,1
10977,0
5483,0
5536,1
10031,1
11209,0
9620,1
4469,1
9399,0
6237,1
9277,1
7822,1
11703,0
10392,0
4671,1
11695,0
3005,0
138,1
9133,1
10010,1
405,0
6900,0
10512,0
10473,1
2449,1
3556,1
3361,1
11045,1
5390,0
4891,1
3982,0
1580,0
10679,0
11290,1
9918,1
134,0
7643,1
1248,1
4169,0
10773,1
6212,1
7886,0
5179,0
5551,1
5768,1
6917,0
9293,0
11236,0
7618,0
1091,1
10450,0
1572,1
5397,0
1173,1
4083,1
8386,1
9143,1
9260,1
5734,0
8991,0
1486,1
9122,0
12121,1
5232,0
12090,1
8513,0
1753,0
8894,0
4922,0
6689,0
4800,1
7214,1
1334,1
2054,1
1601,0
7114,1
10847,1
4925,1
4214,0
8680,1
2815,0
5256,1
8041,0
8246,1
1176,0
3195,1
718,1
3040,0
7859,0
2376,1
401,1
4575,1
8548,0
8964,1
1716,1
8240,1
5671,1
6895,1
4854,1
4736,1
9889,1
4966,1
1271,1
10130,0
4562,1
8852,0
3564,1
11883,1
3401,1
6914,1
6311,0
4432,1
9119,1
9473,1
1995,1
12048,1
7073,1
8498,0
2688,0
6700,1
10857,1
7938,1
4760,0
6158,0
3753,1
5287,0
4176,0
1074,1
1797,1
1907,1
8083,1
4935,1
8143,1
1516,1
6757,1
8310,1
2254,0
248,0
4202,1
9063,1
1539,1
2229,1
9183,0
8053,0
10903,1
3463,0
12445,0
10764,0
10326,1
7392,1
9297,1
7159,0
5431,1
3528,0
11790,1
8098,0
11320,1
10007,0
139,1
406,1
7000,1
11181,0
10471,0
1684,0
11943,0
8477,1
11932,1
8039,0
9017,1
4668,1
8740,1
9862,0
11786,0
10686,1
9372,1
1855,1
2607,0
9484,0
2009,1
7452,1
8988,1
9464,0
766,1
11876,0
6367,1
7372,1
3232,0
3456,1
10848,1
9192,0
12188,1
12086,1
151,1
10824,0
7170,0
2897,0
8392,1
4272,1
10488,1
1140,0
7558,1
11928,1
291,0
10683,1
10172,1
996,1
2650,1
7864,0
4836,1
4311,1
8974,1
11646,1
242,1
3527,1
11633,0
9894,1
5937,0
11372,0
11837,1
3372,1
174,0
4024,1
1515,1
7511,0
1042,0
11722,0
582,1
4795,1
7684,1
10106,1
2695,1
1682,1
10899,1
11707,0
1290,1
2553,0
9005,1
10193,0
3415,0
3842,0
281,1
9337,0
2590,1
5826,0
7680,1
6956,1
8904,0
2741,0
1192,0
9169,1
11891,0
11919,0
7316,1
12472,1
635,1
4850,1
2887,0
7232,1
1007,1
1191,1
6630,1
5525,0
1260,0
5674,0
11716,1
2097,1
4946,1
2471,1
4365,0
11957,1
9591,1
8775,1
331,0
7767,1
4333,1
9196,1
4215,1
3247,1
12465,1
8676,0
900,1
6121,1
12044,0
10734,1
2932,0
4171,1
11850,1
7751,1
412,1
501,1
8001,0
9560,1
1762,1
3327,1
8267,1
4711,1
3198,1
3783,1
8564,0
4748,0
5400,1
6693,0
3301,1
7988,1
9565,1
6873,1
1812,1
9974,0
5142,1
4627,1
5242,1
887,1
9376,1
4665,1
12437,0
8985,1
6821,1
11781,1
10891,0
11691,0
5830,1
130,0
4196,1
252,0
6294,1
11177,1
2437,1
11974,0
11754,0
7946,1
5786,0
9429,0
10765,1
11750,0
2576,0
353,0
2279,0
8615,1
7022,0
3405,0
3398,0
3682,0
5008,1
1477,0
1813,1
5590,1
12152,0
11758,1
5772,1
8251,1
8024,1
1733,1
9623,0
9753,0
7081,0
9004,1
6819,1
3840,0
11139,1
1359,0
11732,1
7818,1
11483,1
4085,0
11672,0
3089,1
1138,0
2504,1
11959,0
11251,1
11623,1
4197,1
7820,1
8117,0
6296,1
10125,0
1242,1
2382,1
2428,1
6379,1
8095,0
8712,1
10294,0
11452,1
8215,0
11486,1
11612,0
6936,1
7276,1
6380,0
6029,0
11145,1
10655,0
3519,1
12418,0
10603,1
3685,1
1934,0
11961,1
5166,1
8969,1
6585,1
3832,0
224,0
6751,1
4320,1
3345,0
8057,1
1908,0
2931,1
2775,1
5441,1
9284,1
245,1
4618,1
10061,0
6901,1
8160,1
4203,1
9534,1
3531,1
3338,1
614,0
9090,0
11857,0
229,1
1823,0
9367,0
11755,0
2131,0
5272,0
11221,0
7164,0
7374,0
9261,1
2838,0
10973,1
10708,1
10701,1
6161,0
10783,0
8368,1
5043,0
10477,0
7548,1
6496,0
3191,0
5173,1
2787,1
2182,1
8632,1
6976,1
662,0
12040,1
7959,1
7050,0
7969,1
7782,0
2843,1
4677,1
1112,0
1451,1
9699,1
1652,0
7228,1
6884,0
2701,0
3305,1
1283,1
11639,1
3604,0
1401,1
12464,1
12471,1
6927,0
2067,1
2321,0
1745,1
1863,1
7832,1
7585,0
3908,1
1596,0
8786,0
7730,0
10789,0
1504,1
1727,1
1303,0
8954,1
29,1
5468,1
10711,0
6303,1
5243,0
6796,1
279,0
2473,0
7260,0
10858,1
3906,1
944,1
5001,1
9281,1
3719,1
2964,1
8193,1
84,0
4128,0
7222,1
2610,0
12439,1
3750,0
6106,1
6343,0
5785,0
4023,1
5571,1
7094,0
5535,0
1714,1
7284,0
6000,1
12193,1
12229,1
9425,1
5362,0
7428,0
1972,0
2514,1
7943,1
9195,0
3107,1
3550,1
6145,0
11180,1
118,1
12327,0
2665,0
5003,1
2281,1
12062,0
9523,1
5212,1
7253,1
713,1
8273,0
1343,1
11072,0
8290,1
6838,0
6260,1
2044,0
5508,1
4092,1
2435,0
3743,0
10582,1
2810,1
3406,0
11625,1
9924,0
10073,1
688,1
1708,0
10712,1
307,1
8990,1
9413,1
12285,0
7123,1
2725,1
4140,0
10202,1
1285,0
9193,1
11657,1
7913,1
2332,1
999,0
651,1
10989,0
2410,0
3589,1
5638,1
12141,0
1825,1
10214,1
4144,1
5053,1
5559,0
7763,0
8580,0
10796,0
2135,1
3218,0
715,1
10191,0
11030,1
7339,0
1594,0
2929,0
8068,0
9553,1
5101,1
11430,1
10109,0
5933,1
6786,1
6553,0
3442,1
10299,0
1297,0
4199,0
5808,1
9651,1
12064,1
9705,0
9945,0
6889,1
10524,1
9262,0
10160,0
7714,0
3928,1
4248,1
10347,1
6175,1
21,0
2939,1
4730,1
3572,1
4387,1
5981,0
4722,0
7031,0
793,1
12240,0
8174,1
7506,1
7331,1
811,0
10303,0
328,0
7927,1
8536,0
5537,1
10760,0
8593,0
117,0
6908,0
9479,1
3807,1
1805,0
1326,1
2246,1
10762,0
4634,1
9426,0
3392,0
12382,1
12287,1
3823,1
9986,1
4684,1
2662,0
8437,0
344,1
6671,1
1025,0
5329,1
9765,1
9342,1
8758,1
9295,1
460,1
127,1
7615,1
5000,0
511,1
12158,1
5514,1
2862,0
3353,1
2867,1
10141,1
6284,1
841,0
8364,1
1694,0
2800,1
3277,1
3039,1
6579,1
323,0
7373,1
5719,0
2507,1
10672,0
930,1
587,0
336,0
5144,0
8617,0
2444,1
9014,1
10375,1
1680,0
4123,0
11079,1
11159,1
12220,1
1289,1
4937,1
8322,1
2850,0
2317,0
10643,0
7734,1
5801,1
7446,1
9804,0
6486,1
1613,0
9678,1
6953,1
2179,1
11820,1
2989,0
9340,0
9731,1
11267,0
4369,1
1906,1
9636,0
8987,1
7500,1
822,0
11095,1
343,1
8986,1
5335,0
9227,0
8639,0
1259,0
4586,1
12010,0
2041,1
228,0
546,0
8768,0
10317,1
1164,0
1619,1
7135,1
11306,1
12310,0
5861,1
12032,0
6673,0
6832,1
11459,1
8914,0
1072,1
9625,1
9086,1
10772,0
10063,1
983,1
6344,1
12297,0
5342,0
11055,0
3992,1
7198,1
1912,1
3952,1
5125,0
6809,1
7400,1
1208,0
6199,1
9350,1
7960,1
3585,1
676,0
10619,0
7997,0
6942,0
9522,0
12331,0
6234,0
9400,0
8010,1
11478,1
362,0
9526,1
6803,1
9655,1
7444,1
2978,0
11167,1
2983,0
12390,0
975,0
2419,0
7165,0
1635,0
8971,0
7210,0
9116,1
10929,0
11853,0
536,1
759,0
8209,0
7905,1
8677,1
5426,1
3641,1
842,1
7777,0
5153,1
6178,1
6160,1
11141,1
3053,0
9936,0
6086,1
9043,0
165,1
5277,0
12099,1
9739,0
9630,1
7572,1
12364,1
10338,0
8622,1
8428,1
5451,1
9869,1
4158,0
3023,0
5835,0
5520,1
12386,1
1381,1
1801,1
88,1
10091,0
462,0
8648,1
10295,0
10975,0
7868,0
4814,1
5124,0
2053,1
1992,0
4059,0
10344,1
8728,1
4590,1
11916,0
6387,1
810,1
3352,0
3458,0
7350,1
213,1
2894,0
2648,1
4531,1
3660,0
3354,1
10868,0
10852,1
10775,0
1317,1
11008,1
7667,1
9432,1
12283,1
5778,1
726,0
10494,1
6886,1
1237,1
12296,1
7310,1
400,1
7971,0
8099,0
7110,1
8115,0
8148,1
9226,0
8885,0
2425,0
1041,1
711,0
7687,0
10749,0
11583,0
8,1
2465,0
3619,1
11715,1
8483,1
538,0
8806,0
3881,0
10028,0
7699,0
857,1
7920,1
2548,1
11658,0
11580,1
3510,0
1428,1
9377,1
8918,0
9369,1
379,1
2672,0
10045,1
2736,0
7571,0
6224,1
7417,0
2483,1
5905,1
10496,1
8828,1
6355,1
6402,1
6319,1
6617,0
6150,0
7803,1
6358,0
3270,0
3704,0
4118,0
5351,1
9805,0
4579,0
529,0
3938,0
355,1
10046,1
8743,1
3312,1
11015,0
5546,1
4148,0
2849,0
6403,0
11012,1
991,0
11130,1
4602,1
3230,0
2713,1
4885,1
6602,1
9665,0
11807,0
5132,0
12488,1
2878,1
6957,1
10377,0
9030,1
11481,0
1932,1
4533,0
5099,1
9797,1
5187,1
2886,0
12381,0
5036,1
7370,1
9670,0
9603,0
277,1
9860,0
1240,0
4443,1
11775,1
7890,0
5141,1
1269,1
5012,0
823,1
391,0
2274,0
11220,0
6745,1
1723,1
5599,0
6527,1
8620,1
5382,1
7290,0
534,1
6709,1
7788,1
5974,1
1313,1
9589,1
8112,1
1171,1
12461,1
6282,0
8515,1
1955,1
12108,0
10178,1
907,1
701,0
6600,1
3787,1
10721,0
3677,1
11544,0
6556,0
10121,0
698,0
59,1
3517,0
6070,1
3548,0
1602,1
833,1
11195,0
1819,1
9243,0
9366,1
6659,1
2476,1
9488,1
9548,1
5190,0
998,1
9003,1
11403,1
3173,0
35,0
11822,1
8542,1
1887,1
12078,0
3760,1
825,0
12053,0
2539,1
8450,0
4788,1
11103,0
2707,0
9077,0
2752,1
10699,0
3266,0
6870,1
1172,0
276,1
912,1
4989,1
8051,1
8096,1
7647,1
3388,0
8821,1
9255,1
10637,0
3845,0
5753,0
11096,1
6096,0
4806,0
11660,1
2036,0
2457,1
8716,0
9985,1
1066,1
11794,1
11059,0
3445,1
5338,0
3658,1
11886,1
5316,0
1903,1
10181,0
4534,0
5313,1
703,0
8196,0
10990,1
8618,1
5811,1
5796,1
12153,1
6487,0
3303,1
9406,0
2468,1
7761,0
8151,0
11731,1
5659,0
7056,0
5918,0
7682,1
10287,0
4036,1
12192,1
9854,1
7407,1
1667,1
6336,0
3672,0
5998,1
11258,1
902,0
6753,1
4451,1
5605,0
1402,1
4709,1
5869,1
6179,0
5321,0
8824,0
8714,0
10067,0
10703,1
4213,0
12259,1
1829,1
7166,1
5365,0
566,0
11174,0
178,1
10902,1
644,1
3913,1
5865,0
5387,1
9644,0
10498,0
12077,0
8190,1
6456,0
5570,1
7306,1
3721,1
5761,1
3416,1
4637,1
6072,1
6490,0
5757,0
4754,1
2595,1
3560,0
8698,0
6098,1
7917,0
1085,1
1574,1
4622,1
5947,0
11960,1
7301,0
3265,1
3772,0
4625,1
8747,0
8493,0
2691,1
2992,1
7281,1
4122,1
2357,1
1649,1
216,0
6746,1
12067,0
10530,1
6007,1
11997,1
9885,1
5126,0
5109,1
2497,0
5532,1
6317,1
3391,1
3646,1
6156,0
3596,1
11468,1
2188,0
4282,1
10143,1
12324,0
11011,0
8926,0
2466,1
8776,0
6586,1
91,0
4044,1
814,1
9871,0
8295,0
4100,1
1444,1
3995,0
4390,1
7732,1
2348,0
6787,1
5150,1
3236,0
1933,1
7874,1
5160,0
1299,0
2351,1
3742,1
7651,0
2854,0
1889,0
290,0
5595,1
7271,1
3453,1
6066,1
1736,0
7968,0
1666,0
9499,0
4392,0
1219,0
2550,0
736,1
11422,1
6058,0
6038,1
11285,0
10809,0
5204,1
3547,0
7327,1
9229,0
1792,1
4207,0
1777,0
5522,1
4358,1
8182,1
4267,1
633,1
7516,1
7908,0
4082,0
1527,1
8058,1
1274,0
517,1
7363,0
8550,1
9101,1
5993,1
2588,0
4861,1
6085,0
12391,1
12475,0
9798,1
2679,1
7838,1
2318,1
2709,1
1843,0
4993,1
7343,1
9036,1
11143,1
10639,1
107,0
974,1
4246,1
8531,0
2995,0
9391,0
3189,1
2714,0
4210,1
9717,0
6795,0
12172,1
11534,0
6240,0
5464,1
8782,0
8127,1
8725,1
6411,0
8189,0
6228,0
3120,1
560,1
6546,1
1083,1
3988,1
11053,1
11565,0
12341,1
11318,0
6350,1
2345,1
